北海道,2815
青森県,679
岩手県,651
宮城県,1190
秋田県,529
山形県,571
福島県,954
茨城県,1454
栃木県,985
群馬県,993
埼玉県,3664
千葉県,3147
東京都,6985
神奈川県,4602
新潟県,1168
富山県,545
石川県,592
福井県,401
山梨県,421
長野県,1067
岐阜県,1037
静岡県,1868
愛知県,3765
三重県,924
滋賀県,717
京都府,1359
大阪府,4591
兵庫県,2886
奈良県,713
和歌山県,502
鳥取県,296
島根県,356
岡山県　,994
広島県,1460
山口県,728
徳島県,389
香川県,500
愛媛県,721
高知県,378
福岡県,2700
佐賀県,435
長崎県,719
熊本県,933
大分県,607
宮崎県,577
鹿児島県,862
沖縄県　　　　,736
