北海道,1.29
青森県,1.43
岩手県,1.47
宮城県,1.31
秋田県,1.35
山形県,1.45
福島県,1.57
茨城県,1.48
栃木県,1.45
群馬県,1.47
埼玉県,1.36
千葉県,1.34
東京都,1.21
神奈川県,1.34
新潟県,1.41
富山県,1.55
石川県,1.54
福井県,1.62
山梨県,1.5
長野県,1.56
岐阜県,1.51
静岡県,1.52
愛知県,1.54
三重県,1.49
滋賀県,1.54
京都府,1.31
大阪府,1.35
兵庫県,1.47
奈良県,1.33
和歌山県,1.52
鳥取県,1.66
島根県,1.72
岡山県,1.54
広島県,1.56
山口県,1.57
徳島県,1.51
香川県,1.65
愛媛県,1.54
高知県,1.56
福岡県,1.51
佐賀県,1.64
長崎県,1.7
熊本県,1.67
大分県,1.62
宮崎県,1.73
鹿児島県,1.69
沖縄県,1.94
